,name,image,depth
212,houston_1_5_H_-16_000012,"[[[0.6        0.6        0.6       ]
  [0.8980392  0.72156864 0.5921569 ]
  [0.9019608  0.7254902  0.59607846]
  ...
  [0.21960784 0.19215687 0.24705882]
  [0.22352941 0.21960784 0.28627452]
  [0.2784314  0.27450982 0.34117648]]

 [[0.6        0.6        0.6       ]
  [0.8980392  0.72156864 0.5921569 ]
  [0.8980392  0.72156864 0.5921569 ]
  ...
  [0.21960784 0.2        0.25490198]
  [0.21568628 0.21176471 0.27450982]
  [0.23921569 0.23529412 0.29411766]]

 [[0.6        0.6        0.6       ]
  [0.8980392  0.72156864 0.5921569 ]
  [0.8980392  0.72156864 0.5921569 ]
  ...
  [0.21568628 0.20392157 0.2627451 ]
  [0.20392157 0.2        0.2627451 ]
  [0.20392157 0.19607843 0.25882354]]

 ...

 [[0.6        0.6        0.6       ]
  [0.80784315 0.68235296 0.5921569 ]
  [0.8117647  0.6862745  0.5882353 ]
  ...
  [0.6117647  0.54509807 0.5176471 ]
  [0.6156863  0.54901963 0.52156866]
  [0.6156863  0.54901963 0.52156866]]

 [[0.6        0.6        0.6       ]
  [0.80784315 0.68235296 0.5882353 ]
  [0.8117647  0.6862745  0.5882353 ]
  ...
  [0.6117647  0.54509807 0.5176471 ]
  [0.6156863  0.54901963 0.52156866]
  [0.6156863  0.54901963 0.52156866]]

 [[0.6        0.6        0.6       ]
  [0.8117647  0.6862745  0.5882353 ]
  [0.8117647  0.6862745  0.5882353 ]
  ...
  [0.6117647  0.54509807 0.5176471 ]
  [0.6156863  0.54901963 0.52156866]
  [0.6156863  0.54901963 0.52156866]]]","[[0.01568628 0.01568628 0.01960784 ... 0.10588235 0.10588235 0.10588235]
 [0.01568628 0.01568628 0.01960784 ... 0.10588235 0.10588235 0.10588235]
 [0.01568628 0.01568628 0.01960784 ... 0.10588235 0.10588235 0.10588235]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]]"
213,houston_1_5_H_-16_000013,"[[[0.6        0.6        0.6       ]
  [0.87058824 0.6901961  0.5647059 ]
  [0.87058824 0.69411767 0.5686275 ]
  ...
  [0.12156863 0.11372549 0.16078432]
  [0.1882353  0.17254902 0.23137255]
  [0.21568628 0.20784314 0.26666668]]

 [[0.6        0.6        0.6       ]
  [0.87058824 0.69411767 0.5647059 ]
  [0.87058824 0.69411767 0.5647059 ]
  ...
  [0.13333334 0.1254902  0.18039216]
  [0.21568628 0.2        0.2627451 ]
  [0.2        0.19607843 0.2509804 ]]

 [[0.6        0.6        0.6       ]
  [0.87058824 0.69411767 0.5647059 ]
  [0.87058824 0.69411767 0.5647059 ]
  ...
  [0.1764706  0.17254902 0.23529412]
  [0.21568628 0.20784314 0.27058825]
  [0.19215687 0.1882353  0.24705882]]

 ...

 [[0.6        0.6        0.6       ]
  [0.83137256 0.7058824  0.60784316]
  [0.83137256 0.7058824  0.60784316]
  ...
  [0.61960787 0.5529412  0.5254902 ]
  [0.6313726  0.5647059  0.5372549 ]
  [0.6313726  0.5647059  0.5372549 ]]

 [[0.6        0.6        0.6       ]
  [0.83137256 0.7058824  0.60784316]
  [0.83137256 0.7058824  0.60784316]
  ...
  [0.6117647  0.54509807 0.5176471 ]
  [0.61960787 0.5529412  0.5254902 ]
  [0.62352943 0.56078434 0.5294118 ]]

 [[0.6        0.6        0.6       ]
  [0.83137256 0.7058824  0.60784316]
  [0.83137256 0.7058824  0.60784316]
  ...
  [0.6039216  0.5372549  0.50980395]
  [0.6117647  0.54509807 0.5176471 ]
  [0.6156863  0.54901963 0.52156866]]]","[[0.01568628 0.01960784 0.01960784 ... 0.10588235 0.10588235 0.10588235]
 [0.01568628 0.01960784 0.01960784 ... 0.10588235 0.10588235 0.10588235]
 [0.01568628 0.01960784 0.01960784 ... 0.10588235 0.10588235 0.10588235]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
214,houston_1_5_H_-16_000014,"[[[0.6        0.6        0.6       ]
  [0.8784314  0.7019608  0.5803922 ]
  [0.8784314  0.7019608  0.57254905]
  ...
  [0.19215687 0.1882353  0.24313726]
  [0.23137255 0.23529412 0.30588236]
  [0.24705882 0.2627451  0.33333334]]

 [[0.6        0.6        0.6       ]
  [0.8745098  0.69803923 0.5764706 ]
  [0.8784314  0.7019608  0.5764706 ]
  ...
  [0.23529412 0.22352941 0.2901961 ]
  [0.26666668 0.2784314  0.34901962]
  [0.25882354 0.27450982 0.34901962]]

 [[0.6        0.6        0.6       ]
  [0.8745098  0.69803923 0.5764706 ]
  [0.8784314  0.7019608  0.5803922 ]
  ...
  [0.26666668 0.2627451  0.33333334]
  [0.29803923 0.30588236 0.38039216]
  [0.2784314  0.29411766 0.36078432]]

 ...

 [[0.6        0.6        0.6       ]
  [0.81960785 0.7019608  0.6       ]
  [0.81960785 0.7019608  0.6       ]
  ...
  [0.6117647  0.54509807 0.5176471 ]
  [0.6117647  0.54509807 0.5176471 ]
  [0.6117647  0.54509807 0.5176471 ]]

 [[0.6        0.6        0.6       ]
  [0.81960785 0.7019608  0.6       ]
  [0.8156863  0.69803923 0.6       ]
  ...
  [0.6117647  0.54509807 0.5176471 ]
  [0.6117647  0.54509807 0.5176471 ]
  [0.6117647  0.54509807 0.5176471 ]]

 [[0.6        0.6        0.6       ]
  [0.81960785 0.7019608  0.6       ]
  [0.8156863  0.69803923 0.59607846]
  ...
  [0.6117647  0.54509807 0.5176471 ]
  [0.6117647  0.54509807 0.5176471 ]
  [0.6156863  0.54901963 0.52156866]]]","[[0.01960784 0.01960784 0.01960784 ... 0.10588235 0.10588235 0.10588235]
 [0.01960784 0.01960784 0.01960784 ... 0.10588235 0.10588235 0.10588235]
 [0.01960784 0.01960784 0.01960784 ... 0.10588235 0.10588235 0.10588235]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]]"
215,houston_1_5_H_-16_000015,"[[[0.6        0.6        0.6       ]
  [0.8862745  0.7137255  0.5764706 ]
  [0.88235295 0.70980394 0.57254905]
  ...
  [0.24313726 0.21960784 0.2509804 ]
  [0.29411766 0.2784314  0.34509805]
  [0.31764707 0.30588236 0.38039216]]

 [[0.6        0.6        0.6       ]
  [0.8862745  0.7137255  0.5764706 ]
  [0.8901961  0.7137255  0.5764706 ]
  ...
  [0.25490198 0.23137255 0.27058825]
  [0.3019608  0.2901961  0.35686275]
  [0.32941177 0.32156864 0.39607844]]

 [[0.6        0.6        0.6       ]
  [0.8901961  0.7176471  0.5803922 ]
  [0.89411765 0.7176471  0.5764706 ]
  ...
  [0.27058825 0.2509804  0.2901961 ]
  [0.3137255  0.30588236 0.37254903]
  [0.32941177 0.32156864 0.39607844]]

 ...

 [[0.6        0.6        0.6       ]
  [0.79607844 0.6666667  0.5686275 ]
  [0.8        0.6666667  0.5686275 ]
  ...
  [0.6117647  0.5372549  0.5137255 ]
  [0.6117647  0.5372549  0.5137255 ]
  [0.6117647  0.5372549  0.5137255 ]]

 [[0.6        0.6        0.6       ]
  [0.8        0.6666667  0.5686275 ]
  [0.8        0.6666667  0.5686275 ]
  ...
  [0.6117647  0.5372549  0.5137255 ]
  [0.6117647  0.5372549  0.5137255 ]
  [0.6117647  0.5372549  0.5137255 ]]

 [[0.6        0.6        0.6       ]
  [0.8        0.6666667  0.5686275 ]
  [0.8039216  0.6627451  0.5686275 ]
  ...
  [0.6117647  0.5372549  0.5137255 ]
  [0.6117647  0.5372549  0.5137255 ]
  [0.6117647  0.5372549  0.5137255 ]]]","[[0.01568628 0.01568628 0.01568628 ... 0.10588235 0.10588235 0.10588235]
 [0.01568628 0.01568628 0.01568628 ... 0.10588235 0.10588235 0.10588235]
 [0.01568628 0.01568628 0.01568628 ... 0.10588235 0.10588235 0.10588235]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
216,houston_1_5_H_-16_000016,"[[[0.6        0.6        0.6       ]
  [0.8862745  0.7254902  0.60784316]
  [0.8980392  0.7372549  0.61960787]
  ...
  [0.25882354 0.23137255 0.28235295]
  [0.31764707 0.27058825 0.32156864]
  [0.30588236 0.27058825 0.31764707]]

 [[0.6        0.6        0.6       ]
  [0.8784314  0.7176471  0.6       ]
  [0.8901961  0.7294118  0.6117647 ]
  ...
  [0.25490198 0.23137255 0.28235295]
  [0.30980393 0.2627451  0.3137255 ]
  [0.3137255  0.2784314  0.33333334]]

 [[0.6        0.6        0.6       ]
  [0.8745098  0.7137255  0.59607846]
  [0.88235295 0.72156864 0.6039216 ]
  ...
  [0.2509804  0.22745098 0.28235295]
  [0.29803923 0.25490198 0.30980393]
  [0.3254902  0.28627452 0.34509805]]

 ...

 [[0.6        0.6        0.6       ]
  [0.74509805 0.6156863  0.5254902 ]
  [0.7490196  0.6117647  0.5254902 ]
  ...
  [0.58431375 0.5176471  0.49019608]
  [0.5882353  0.52156866 0.49411765]
  [0.5882353  0.52156866 0.49411765]]

 [[0.6        0.6        0.6       ]
  [0.7490196  0.6117647  0.5254902 ]
  [0.7490196  0.6117647  0.5254902 ]
  ...
  [0.5803922  0.5137255  0.4862745 ]
  [0.58431375 0.5176471  0.49019608]
  [0.58431375 0.5176471  0.49019608]]

 [[0.6        0.6        0.6       ]
  [0.7529412  0.6156863  0.5294118 ]
  [0.7529412  0.6156863  0.5294118 ]
  ...
  [0.5803922  0.5137255  0.4862745 ]
  [0.5803922  0.5137255  0.4862745 ]
  [0.58431375 0.5176471  0.49019608]]]","[[0.01568628 0.01568628 0.01568628 ... 0.10588235 0.10588235 0.10588235]
 [0.01568628 0.01568628 0.01568628 ... 0.10588235 0.10588235 0.10588235]
 [0.01568628 0.01568628 0.01568628 ... 0.10588235 0.10588235 0.10588235]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
217,houston_1_5_H_-16_000017,"[[[0.6        0.6        0.6       ]
  [0.85490197 0.6862745  0.56078434]
  [0.85490197 0.6862745  0.56078434]
  ...
  [0.25490198 0.2509804  0.30588236]
  [0.27450982 0.26666668 0.3254902 ]
  [0.23921569 0.22352941 0.2784314 ]]

 [[0.6        0.6        0.6       ]
  [0.85490197 0.6862745  0.56078434]
  [0.85490197 0.6862745  0.56078434]
  ...
  [0.28235295 0.2784314  0.34117648]
  [0.27450982 0.2627451  0.3254902 ]
  [0.23529412 0.21176471 0.27058825]]

 [[0.6        0.6        0.6       ]
  [0.8509804  0.68235296 0.5568628 ]
  [0.8509804  0.68235296 0.5568628 ]
  ...
  [0.3019608  0.3019608  0.3647059 ]
  [0.27058825 0.2627451  0.3254902 ]
  [0.22745098 0.20392157 0.25882354]]

 ...

 [[0.6        0.6        0.6       ]
  [0.64705884 0.5058824  0.43137255]
  [0.64705884 0.5019608  0.42745098]
  ...
  [0.54509807 0.47843137 0.4509804 ]
  [0.54509807 0.47843137 0.45490196]
  [0.54509807 0.47843137 0.45490196]]

 [[0.6        0.6        0.6       ]
  [0.64705884 0.5019608  0.42745098]
  [0.6431373  0.5019608  0.42745098]
  ...
  [0.54509807 0.47843137 0.4509804 ]
  [0.54509807 0.47843137 0.45490196]
  [0.54509807 0.47843137 0.45490196]]

 [[0.6        0.6        0.6       ]
  [0.6431373  0.5019608  0.42745098]
  [0.6431373  0.5019608  0.42745098]
  ...
  [0.54509807 0.47843137 0.4509804 ]
  [0.54509807 0.47843137 0.45490196]
  [0.54509807 0.4745098  0.45490196]]]","[[0.01568628 0.01568628 0.01568628 ... 0.10588235 0.10588235 0.10588235]
 [0.01568628 0.01568628 0.01568628 ... 0.10588235 0.10588235 0.10588235]
 [0.01568628 0.01568628 0.01568628 ... 0.10588235 0.10588235 0.10588235]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
218,houston_1_5_H_-16_000018,"[[[0.6        0.6        0.6       ]
  [0.8509804  0.6784314  0.5568628 ]
  [0.85490197 0.6784314  0.56078434]
  ...
  [0.20784314 0.20392157 0.23921569]
  [0.2901961  0.29411766 0.3529412 ]
  [0.29803923 0.3019608  0.36862746]]

 [[0.6        0.6        0.6       ]
  [0.84705883 0.6745098  0.5568628 ]
  [0.8509804  0.6745098  0.56078434]
  ...
  [0.22745098 0.22352941 0.27058825]
  [0.29411766 0.29803923 0.3647059 ]
  [0.3019608  0.30980393 0.38039216]]

 [[0.6        0.6        0.6       ]
  [0.84705883 0.6745098  0.5568628 ]
  [0.84313726 0.67058825 0.5568628 ]
  ...
  [0.25490198 0.2509804  0.30980393]
  [0.29411766 0.30588236 0.37254903]
  [0.31764707 0.32941177 0.4       ]]

 ...

 [[0.6        0.6        0.6       ]
  [0.6862745  0.54901963 0.47058824]
  [0.6862745  0.54901963 0.47058824]
  ...
  [0.5254902  0.46666667 0.45490196]
  [0.5254902  0.46666667 0.45490196]
  [0.5254902  0.46666667 0.45490196]]

 [[0.6        0.6        0.6       ]
  [0.68235296 0.54509807 0.46666667]
  [0.68235296 0.54509807 0.46666667]
  ...
  [0.5254902  0.4627451  0.45490196]
  [0.5254902  0.46666667 0.45490196]
  [0.5254902  0.46666667 0.45490196]]

 [[0.6        0.6        0.6       ]
  [0.6784314  0.5411765  0.4627451 ]
  [0.6784314  0.5411765  0.4627451 ]
  ...
  [0.5294118  0.4627451  0.4509804 ]
  [0.5294118  0.46666667 0.45490196]
  [0.5294118  0.46666667 0.45490196]]]","[[0.01568628 0.01568628 0.01568628 ... 0.10588235 0.10588235 0.10588235]
 [0.01568628 0.01568628 0.01568628 ... 0.10588235 0.10588235 0.10588235]
 [0.01568628 0.01568628 0.01568628 ... 0.10588235 0.10588235 0.10588235]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.01176471 0.01176471]]"
219,houston_1_5_H_-16_000019,"[[[0.6        0.6        0.6       ]
  [0.89411765 0.7490196  0.63529414]
  [0.8745098  0.73333335 0.6156863 ]
  ...
  [0.27058825 0.2509804  0.2784314 ]
  [0.27058825 0.26666668 0.30980393]
  [0.29411766 0.29411766 0.34901962]]

 [[0.6        0.6        0.6       ]
  [0.9019608  0.7607843  0.6509804 ]
  [0.8862745  0.7490196  0.6313726 ]
  ...
  [0.26666668 0.24313726 0.27450982]
  [0.28627452 0.28235295 0.3372549 ]
  [0.31764707 0.31764707 0.3764706 ]]

 [[0.6        0.6        0.6       ]
  [0.90588236 0.7647059  0.6627451 ]
  [0.89411765 0.7607843  0.6509804 ]
  ...
  [0.27450982 0.25490198 0.2901961 ]
  [0.30980393 0.30980393 0.36078432]
  [0.34117648 0.34117648 0.39607844]]

 ...

 [[0.6        0.6        0.6       ]
  [0.69803923 0.54901963 0.46666667]
  [0.69411767 0.5529412  0.46666667]
  ...
  [0.54901963 0.49019608 0.47058824]
  [0.5529412  0.49411765 0.4745098 ]
  [0.5529412  0.49411765 0.4745098 ]]

 [[0.6        0.6        0.6       ]
  [0.69411767 0.5529412  0.46666667]
  [0.69411767 0.5529412  0.46666667]
  ...
  [0.54509807 0.4862745  0.46666667]
  [0.54509807 0.4862745  0.46666667]
  [0.54509807 0.4862745  0.46666667]]

 [[0.6        0.6        0.6       ]
  [0.69411767 0.5529412  0.46666667]
  [0.69411767 0.5529412  0.46666667]
  ...
  [0.5411765  0.48235294 0.4627451 ]
  [0.5372549  0.47843137 0.45882353]
  [0.5372549  0.47843137 0.45882353]]]","[[0.01176471 0.01176471 0.01176471 ... 0.10588235 0.10588235 0.10196079]
 [0.01176471 0.01176471 0.01176471 ... 0.10588235 0.10588235 0.10196079]
 [0.01176471 0.01176471 0.01176471 ... 0.10588235 0.10588235 0.10196079]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.01176471 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
220,houston_1_5_H_-16_000020,"[[[0.6        0.6        0.6       ]
  [0.09019608 0.05882353 0.05098039]
  [0.09411765 0.05882353 0.05490196]
  ...
  [0.42745098 0.38039216 0.40784314]
  [0.27450982 0.2509804  0.27058825]
  [0.28235295 0.26666668 0.29803923]]

 [[0.6        0.6        0.6       ]
  [0.08627451 0.05490196 0.04705882]
  [0.09019608 0.05882353 0.05098039]
  ...
  [0.42352942 0.38431373 0.4117647 ]
  [0.29411766 0.27450982 0.29803923]
  [0.25490198 0.24313726 0.27450982]]

 [[0.6        0.6        0.6       ]
  [0.08235294 0.05098039 0.04313726]
  [0.08627451 0.05490196 0.04705882]
  ...
  [0.42745098 0.4        0.42352942]
  [0.29411766 0.27450982 0.29803923]
  [0.16470589 0.15294118 0.1882353 ]]

 ...

 [[0.6        0.6        0.6       ]
  [0.7019608  0.5647059  0.47843137]
  [0.7019608  0.5647059  0.47843137]
  ...
  [0.49803922 0.4392157  0.41960785]
  [0.49803922 0.4392157  0.42352942]
  [0.5019608  0.44313726 0.42352942]]

 [[0.6        0.6        0.6       ]
  [0.7019608  0.5647059  0.47843137]
  [0.7058824  0.5686275  0.48235294]
  ...
  [0.49803922 0.4392157  0.41960785]
  [0.49803922 0.4392157  0.41960785]
  [0.49803922 0.4392157  0.41960785]]

 [[0.6        0.6        0.6       ]
  [0.7058824  0.5686275  0.48235294]
  [0.70980394 0.57254905 0.4862745 ]
  ...
  [0.49803922 0.4392157  0.41960785]
  [0.49803922 0.4392157  0.41960785]
  [0.49803922 0.4392157  0.41960785]]]","[[0.01176471 0.01176471 0.01176471 ... 0.14901961 0.10588235 0.10588235]
 [0.01176471 0.01176471 0.01176471 ... 0.14901961 0.10588235 0.10588235]
 [0.01176471 0.01176471 0.01176471 ... 0.14901961 0.10588235 0.10588235]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
221,houston_1_5_H_-16_000021,"[[[0.6        0.6        0.6       ]
  [0.8352941  0.6666667  0.5411765 ]
  [0.84313726 0.6745098  0.54901963]
  ...
  [0.7411765  0.654902   0.61960787]
  [0.5019608  0.49411765 0.49803922]
  [0.46666667 0.45882353 0.47058824]]

 [[0.6        0.6        0.6       ]
  [0.8352941  0.6666667  0.5411765 ]
  [0.84313726 0.6745098  0.54901963]
  ...
  [0.72156864 0.63529414 0.6       ]
  [0.49803922 0.49019608 0.49411765]
  [0.47058824 0.4627451  0.4745098 ]]

 [[0.6        0.6        0.6       ]
  [0.8352941  0.6666667  0.5411765 ]
  [0.84705883 0.6784314  0.5529412 ]
  ...
  [0.7137255  0.627451   0.59607846]
  [0.49411765 0.49019608 0.49411765]
  [0.47058824 0.46666667 0.4745098 ]]

 ...

 [[0.6        0.6        0.6       ]
  [0.7058824  0.5647059  0.47843137]
  [0.7058824  0.5647059  0.47843137]
  ...
  [0.53333336 0.46666667 0.4509804 ]
  [0.53333336 0.47058824 0.4509804 ]
  [0.5294118  0.47058824 0.4509804 ]]

 [[0.6        0.6        0.6       ]
  [0.7058824  0.5647059  0.47843137]
  [0.70980394 0.5686275  0.48235294]
  ...
  [0.53333336 0.46666667 0.4509804 ]
  [0.53333336 0.47058824 0.4509804 ]
  [0.5294118  0.47058824 0.4509804 ]]

 [[0.6        0.6        0.6       ]
  [0.70980394 0.57254905 0.4862745 ]
  [0.7137255  0.57254905 0.4862745 ]
  ...
  [0.53333336 0.46666667 0.4509804 ]
  [0.5294118  0.47058824 0.4509804 ]
  [0.5294118  0.47058824 0.4509804 ]]]","[[0.01176471 0.01176471 0.01176471 ... 0.14901961 0.14901961 0.14901961]
 [0.01176471 0.01176471 0.01176471 ... 0.14901961 0.14901961 0.14901961]
 [0.01176471 0.01176471 0.01176471 ... 0.14901961 0.14901961 0.14901961]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
222,houston_1_5_H_-16_000022,"[[[0.6        0.6        0.6       ]
  [0.8627451  0.7058824  0.5686275 ]
  [0.8666667  0.70980394 0.5803922 ]
  ...
  [0.79607844 0.7058824  0.6745098 ]
  [0.7490196  0.6666667  0.6392157 ]
  [0.6862745  0.60784316 0.5764706 ]]

 [[0.6        0.6        0.6       ]
  [0.8627451  0.7058824  0.5686275 ]
  [0.8666667  0.70980394 0.5803922 ]
  ...
  [0.78431374 0.7019608  0.6666667 ]
  [0.72156864 0.6431373  0.62352943]
  [0.654902   0.5803922  0.5568628 ]]

 [[0.6        0.6        0.6       ]
  [0.8627451  0.7058824  0.5686275 ]
  [0.8666667  0.70980394 0.5803922 ]
  ...
  [0.7764706  0.69803923 0.65882355]
  [0.6627451  0.5921569  0.57254905]
  [0.6156863  0.54901963 0.5294118 ]]

 ...

 [[0.6        0.6        0.6       ]
  [0.6862745  0.54509807 0.45882353]
  [0.6784314  0.5372549  0.4509804 ]
  ...
  [0.59607846 0.52156866 0.49803922]
  [0.6        0.5254902  0.5019608 ]
  [0.6        0.5254902  0.5019608 ]]

 [[0.6        0.6        0.6       ]
  [0.68235296 0.5411765  0.45490196]
  [0.6784314  0.5372549  0.4509804 ]
  ...
  [0.59607846 0.52156866 0.49803922]
  [0.6        0.5254902  0.5019608 ]
  [0.6        0.5254902  0.5019608 ]]

 [[0.6        0.6        0.6       ]
  [0.68235296 0.5411765  0.4509804 ]
  [0.6745098  0.53333336 0.44705883]
  ...
  [0.59607846 0.52156866 0.49803922]
  [0.6        0.5254902  0.5019608 ]
  [0.6        0.5254902  0.5019608 ]]]","[[0.01176471 0.01176471 0.01176471 ... 0.14509805 0.14509805 0.14509805]
 [0.01176471 0.01176471 0.01176471 ... 0.14509805 0.14509805 0.14509805]
 [0.01176471 0.01176471 0.01176471 ... 0.14509805 0.14509805 0.14509805]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
223,houston_1_5_H_-16_000023,"[[[0.6        0.6        0.6       ]
  [0.8901961  0.7137255  0.5921569 ]
  [0.8901961  0.7137255  0.59607846]
  ...
  [0.79607844 0.7019608  0.6431373 ]
  [0.78039217 0.7019608  0.6627451 ]
  [0.7529412  0.68235296 0.6431373 ]]

 [[0.6        0.6        0.6       ]
  [0.8901961  0.7137255  0.5921569 ]
  [0.8901961  0.7137255  0.59607846]
  ...
  [0.78431374 0.69411767 0.63529414]
  [0.74509805 0.68235296 0.6392157 ]
  [0.72156864 0.6666667  0.62352943]]

 [[0.6        0.6        0.6       ]
  [0.8901961  0.7137255  0.5921569 ]
  [0.8901961  0.7137255  0.59607846]
  ...
  [0.7647059  0.6862745  0.62352943]
  [0.7254902  0.67058825 0.62352943]
  [0.72156864 0.67058825 0.62352943]]

 ...

 [[0.6        0.6        0.6       ]
  [0.60784316 0.46666667 0.38431373]
  [0.63529414 0.49411765 0.40784314]
  ...
  [0.56078434 0.49411765 0.47843137]
  [0.5568628  0.4862745  0.47058824]
  [0.5529412  0.48235294 0.46666667]]

 [[0.6        0.6        0.6       ]
  [0.6156863  0.4745098  0.3882353 ]
  [0.64705884 0.5058824  0.41960785]
  ...
  [0.56078434 0.49411765 0.4745098 ]
  [0.5529412  0.4862745  0.47058824]
  [0.5529412  0.48235294 0.46666667]]

 [[0.6        0.6        0.6       ]
  [0.627451   0.4862745  0.4       ]
  [0.654902   0.5137255  0.42745098]
  ...
  [0.5568628  0.49019608 0.4745098 ]
  [0.5529412  0.4862745  0.47058824]
  [0.54901963 0.48235294 0.46666667]]]","[[0.01176471 0.01176471 0.01176471 ... 0.14509805 0.14509805 0.14509805]
 [0.01176471 0.01176471 0.01176471 ... 0.14509805 0.14509805 0.14509805]
 [0.01176471 0.01176471 0.01176471 ... 0.14509805 0.14509805 0.14509805]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
224,houston_1_5_H_-16_000024,"[[[0.6        0.6        0.6       ]
  [0.87058824 0.7058824  0.5803922 ]
  [0.8745098  0.7137255  0.5882353 ]
  ...
  [0.79607844 0.69803923 0.6313726 ]
  [0.75686276 0.68235296 0.61960787]
  [0.7372549  0.6745098  0.6117647 ]]

 [[0.6        0.6        0.6       ]
  [0.87058824 0.70980394 0.58431375]
  [0.8745098  0.7137255  0.5882353 ]
  ...
  [0.78039217 0.6862745  0.62352943]
  [0.74509805 0.6784314  0.6156863 ]
  [0.72156864 0.6666667  0.6       ]]

 [[0.6        0.6        0.6       ]
  [0.87058824 0.70980394 0.58431375]
  [0.8745098  0.7137255  0.5882353 ]
  ...
  [0.7647059  0.67058825 0.6117647 ]
  [0.7294118  0.654902   0.5921569 ]
  [0.7058824  0.6509804  0.58431375]]

 ...

 [[0.6        0.6        0.6       ]
  [0.68235296 0.5411765  0.44313726]
  [0.68235296 0.5411765  0.44313726]
  ...
  [0.5294118  0.46666667 0.4627451 ]
  [0.52156866 0.45882353 0.45882353]
  [0.52156866 0.45882353 0.45882353]]

 [[0.6        0.6        0.6       ]
  [0.68235296 0.5411765  0.44313726]
  [0.68235296 0.5411765  0.4392157 ]
  ...
  [0.5372549  0.47843137 0.46666667]
  [0.5254902  0.46666667 0.4627451 ]
  [0.52156866 0.45882353 0.45882353]]

 [[0.6        0.6        0.6       ]
  [0.68235296 0.5411765  0.4392157 ]
  [0.68235296 0.5411765  0.4392157 ]
  ...
  [0.5411765  0.48235294 0.47058824]
  [0.5372549  0.4745098  0.46666667]
  [0.5294118  0.47058824 0.4627451 ]]]","[[0.01176471 0.01176471 0.01176471 ... 0.14509805 0.14509805 0.14509805]
 [0.01176471 0.01176471 0.01176471 ... 0.14509805 0.14509805 0.14509805]
 [0.01176471 0.01176471 0.01176471 ... 0.14509805 0.14509805 0.14509805]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
