,name,image,depth
817,salt_lake_city_1_1_H_4_000017,"[[[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.12941177 0.10588235 0.21568628]
  [0.19607843 0.17254902 0.25882354]
  [0.19607843 0.1764706  0.25882354]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.12941177 0.10588235 0.20392157]
  [0.1882353  0.16862746 0.2509804 ]
  [0.20784314 0.19215687 0.2627451 ]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.15294118 0.13333334 0.21568628]
  [0.19607843 0.18431373 0.2509804 ]
  [0.21568628 0.2        0.26666668]]

 ...

 [[0.48235294 0.48235294 0.52156866]
  [0.48235294 0.48235294 0.52156866]
  [0.48235294 0.48235294 0.5176471 ]
  ...
  [0.48235294 0.47843137 0.53333336]
  [0.47843137 0.4745098  0.5294118 ]
  [0.47843137 0.4745098  0.5294118 ]]

 [[0.48235294 0.48235294 0.52156866]
  [0.48235294 0.48235294 0.52156866]
  [0.48235294 0.48235294 0.5137255 ]
  ...
  [0.48235294 0.48235294 0.53333336]
  [0.48235294 0.47843137 0.53333336]
  [0.48235294 0.47843137 0.53333336]]

 [[0.47843137 0.47843137 0.5176471 ]
  [0.4745098  0.4745098  0.5137255 ]
  [0.4627451  0.4627451  0.49411765]
  ...
  [0.4862745  0.4862745  0.53333336]
  [0.48235294 0.47843137 0.53333336]
  [0.48235294 0.47843137 0.53333336]]]","[[0.         0.         0.         ... 0.04705882 0.04705882 0.04705882]
 [0.         0.         0.         ... 0.04705882 0.04705882 0.04705882]
 [0.         0.         0.         ... 0.04705882 0.04705882 0.04705882]
 ...
 [0.01176471 0.01176471 0.01176471 ... 0.01176471 0.01176471 0.01176471]
 [0.01176471 0.01176471 0.01176471 ... 0.01176471 0.01176471 0.01176471]
 [0.01176471 0.01176471 0.01176471 ... 0.01176471 0.01176471 0.01176471]]"
818,salt_lake_city_1_1_H_4_000018,"[[[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.11372549 0.09803922 0.2       ]
  [0.11372549 0.07843138 0.16470589]
  [0.1254902  0.09803922 0.1764706 ]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.09803922 0.07058824 0.16078432]
  [0.10588235 0.08235294 0.15686275]
  [0.11372549 0.09411765 0.16078432]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.09411765 0.06666667 0.14901961]
  [0.09803922 0.08235294 0.14901961]
  [0.11372549 0.09803922 0.16470589]]

 ...

 [[0.44705883 0.44705883 0.47843137]
  [0.44313726 0.44313726 0.4745098 ]
  [0.43529412 0.43529412 0.46666667]
  ...
  [0.3137255  0.3137255  0.3764706 ]
  [0.30980393 0.30588236 0.36862746]
  [0.30980393 0.30588236 0.36862746]]

 [[0.4509804  0.4509804  0.48235294]
  [0.44313726 0.44313726 0.4745098 ]
  [0.4392157  0.4392157  0.47058824]
  ...
  [0.30980393 0.30588236 0.36862746]
  [0.30980393 0.30588236 0.36862746]
  [0.30980393 0.30588236 0.36862746]]

 [[0.4509804  0.4509804  0.48235294]
  [0.4509804  0.4509804  0.48235294]
  [0.44313726 0.44313726 0.4745098 ]
  ...
  [0.3764706  0.37254903 0.43529412]
  [0.3019608  0.29803923 0.36078432]
  [0.3019608  0.29803923 0.36078432]]]","[[0.         0.         0.         ... 0.04705882 0.04705882 0.04705882]
 [0.         0.         0.         ... 0.04705882 0.04705882 0.04705882]
 [0.         0.         0.         ... 0.04705882 0.04705882 0.04705882]
 ...
 [0.01176471 0.01176471 0.01176471 ... 0.01176471 0.01176471 0.01176471]
 [0.01176471 0.01176471 0.01176471 ... 0.01176471 0.01176471 0.01176471]
 [0.01176471 0.01176471 0.01176471 ... 0.01176471 0.01176471 0.01176471]]"
819,salt_lake_city_1_1_H_4_000019,"[[[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.45882353 0.45882353 0.4862745 ]
  [0.44313726 0.4392157  0.46666667]
  [0.43529412 0.43137255 0.45490196]
  ...
  [0.3372549  0.34901962 0.40784314]
  [0.3372549  0.34901962 0.40784314]
  [0.3372549  0.34901962 0.40784314]]

 [[0.43529412 0.43137255 0.45490196]
  [0.43529412 0.43137255 0.45490196]
  [0.43529412 0.43137255 0.45490196]
  ...
  [0.34117648 0.3529412  0.4117647 ]
  [0.34117648 0.3529412  0.4117647 ]
  [0.34117648 0.3529412  0.4117647 ]]

 [[0.43529412 0.43137255 0.45490196]
  [0.43529412 0.43137255 0.45490196]
  [0.43529412 0.43137255 0.45490196]
  ...
  [0.34509805 0.3529412  0.4117647 ]
  [0.34117648 0.3529412  0.4117647 ]
  [0.34117648 0.3529412  0.4117647 ]]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.01176471 0.01176471 0.01176471 ... 0.01176471 0.01176471 0.01176471]
 [0.01176471 0.01176471 0.01176471 ... 0.01176471 0.01176471 0.01176471]
 [0.01176471 0.01176471 0.01176471 ... 0.01176471 0.01176471 0.01176471]]"
820,salt_lake_city_1_1_H_4_000020,"[[[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.46666667 0.46666667 0.49803922]
  [0.46666667 0.46666667 0.49803922]
  [0.46666667 0.46666667 0.49803922]
  ...
  [0.31764707 0.32156864 0.39215687]
  [0.32156864 0.3254902  0.4       ]
  [0.3254902  0.32941177 0.40392157]]

 [[0.46666667 0.46666667 0.49803922]
  [0.46666667 0.46666667 0.49803922]
  [0.46666667 0.46666667 0.49803922]
  ...
  [0.31764707 0.32156864 0.39215687]
  [0.31764707 0.32156864 0.39607844]
  [0.32156864 0.3254902  0.4       ]]

 [[0.46666667 0.46666667 0.49803922]
  [0.46666667 0.46666667 0.49803922]
  [0.46666667 0.46666667 0.49803922]
  ...
  [0.3254902  0.32941177 0.4       ]
  [0.32156864 0.3254902  0.39607844]
  [0.31764707 0.32156864 0.39215687]]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.01176471 0.01176471 0.01176471 ... 0.01176471 0.01176471 0.01176471]
 [0.01176471 0.01176471 0.01176471 ... 0.01176471 0.01176471 0.01176471]
 [0.01176471 0.01176471 0.01176471 ... 0.01176471 0.01176471 0.01176471]]"
821,salt_lake_city_1_1_H_4_000021,"[[[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.39215687 0.40784314 0.45490196]
  [0.3882353  0.40392157 0.4509804 ]
  [0.3882353  0.40784314 0.4509804 ]
  ...
  [0.43529412 0.45490196 0.53333336]
  [0.4117647  0.43137255 0.50980395]
  [0.3372549  0.35686275 0.43529412]]

 [[0.3764706  0.3882353  0.4392157 ]
  [0.3764706  0.39215687 0.4392157 ]
  [0.3764706  0.39215687 0.4392157 ]
  ...
  [0.43529412 0.45490196 0.53333336]
  [0.43529412 0.45490196 0.53333336]
  [0.42352942 0.44313726 0.52156866]]

 [[0.36078432 0.3764706  0.42352942]
  [0.36078432 0.3764706  0.42352942]
  [0.38431373 0.4        0.44705883]
  ...
  [0.42745098 0.44705883 0.5254902 ]
  [0.43529412 0.45490196 0.53333336]
  [0.43529412 0.45490196 0.53333336]]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.01176471 0.01176471 0.01176471 ... 0.01176471 0.01176471 0.01176471]
 [0.01176471 0.01176471 0.01176471 ... 0.01176471 0.01176471 0.01176471]
 [0.01176471 0.01176471 0.01176471 ... 0.01176471 0.01176471 0.01176471]]"
822,salt_lake_city_1_1_H_4_000022,"[[[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.3529412  0.3647059  0.42352942]
  [0.3529412  0.3647059  0.42352942]
  [0.35686275 0.3647059  0.42352942]
  ...
  [0.27450982 0.30588236 0.4       ]
  [0.29411766 0.32156864 0.42352942]
  [0.3137255  0.34117648 0.44313726]]

 [[0.3529412  0.3647059  0.42352942]
  [0.35686275 0.3647059  0.42352942]
  [0.36862746 0.3764706  0.43529412]
  ...
  [0.25882354 0.28627452 0.38039216]
  [0.27450982 0.3019608  0.4       ]
  [0.28235295 0.30980393 0.4117647 ]]

 [[0.36078432 0.36862746 0.42745098]
  [0.3647059  0.37254903 0.43137255]
  [0.37254903 0.38039216 0.4392157 ]
  ...
  [0.2509804  0.2784314  0.37254903]
  [0.25882354 0.28235295 0.38039216]
  [0.2627451  0.28627452 0.38431373]]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.01176471 0.01176471 0.01176471 ... 0.01176471 0.01176471 0.01176471]
 [0.01176471 0.01176471 0.01176471 ... 0.01176471 0.01176471 0.01176471]
 [0.01176471 0.01176471 0.01176471 ... 0.01176471 0.01176471 0.01176471]]"
823,salt_lake_city_1_1_H_4_000023,"[[[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.50980395 0.5019608  0.5568628 ]
  [0.5137255  0.5058824  0.56078434]
  [0.5176471  0.50980395 0.5647059 ]
  ...
  [0.40392157 0.43137255 0.52156866]
  [0.5411765  0.5647059  0.65882355]
  [0.5882353  0.6117647  0.7058824 ]]

 [[0.48235294 0.4745098  0.5294118 ]
  [0.4862745  0.47843137 0.53333336]
  [0.49019608 0.4862745  0.5411765 ]
  ...
  [0.3019608  0.3254902  0.41960785]
  [0.41960785 0.4392157  0.5372549 ]
  [0.5058824  0.5294118  0.62352943]]

 [[0.44313726 0.43529412 0.49019608]
  [0.44313726 0.4392157  0.49411765]
  [0.4509804  0.44705883 0.5019608 ]
  ...
  [0.3019608  0.3254902  0.41960785]
  [0.32941177 0.3529412  0.44705883]
  [0.36862746 0.39215687 0.4862745 ]]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.01176471 0.01176471 0.01176471 ... 0.01176471 0.01176471 0.01176471]
 [0.01176471 0.01176471 0.01176471 ... 0.01176471 0.01176471 0.01176471]
 [0.01176471 0.01176471 0.01176471 ... 0.01176471 0.01176471 0.01176471]]"
824,salt_lake_city_1_1_H_4_000024,"[[[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.7372549  0.73333335 0.7882353 ]
  [0.7372549  0.73333335 0.7882353 ]
  [0.69411767 0.6901961  0.74509805]
  ...
  [0.12941177 0.15294118 0.25490198]
  [0.12941177 0.15294118 0.25882354]
  [0.12941177 0.15294118 0.25490198]]

 [[0.73333335 0.7294118  0.78431374]
  [0.7058824  0.7019608  0.75686276]
  [0.50980395 0.5058824  0.56078434]
  ...
  [0.12941177 0.15294118 0.25490198]
  [0.12941177 0.14901961 0.25882354]
  [0.12941177 0.14901961 0.25882354]]

 [[0.6901961  0.6862745  0.7411765 ]
  [0.5647059  0.56078434 0.6156863 ]
  [0.33333334 0.3372549  0.39215687]
  ...
  [0.1254902  0.15294118 0.25490198]
  [0.1254902  0.15294118 0.25882354]
  [0.1254902  0.15294118 0.25882354]]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.01176471 0.01176471 0.01176471 ... 0.01176471 0.01176471 0.01176471]
 [0.01176471 0.01176471 0.01176471 ... 0.01176471 0.01176471 0.01176471]
 [0.01176471 0.01176471 0.01176471 ... 0.01176471 0.01176471 0.01176471]]"
825,salt_lake_city_1_1_H_4_000025,"[[[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.2784314  0.2901961  0.3647059 ]
  [0.2784314  0.2901961  0.3647059 ]
  [0.26666668 0.27450982 0.34901962]
  ...
  [0.15294118 0.16078432 0.2509804 ]
  [0.15294118 0.16078432 0.2509804 ]
  [0.15294118 0.16078432 0.2509804 ]]

 [[0.27058825 0.28235295 0.35686275]
  [0.26666668 0.27450982 0.34901962]
  [0.2509804  0.25490198 0.33333334]
  ...
  [0.15294118 0.16078432 0.2509804 ]
  [0.15294118 0.16078432 0.2509804 ]
  [0.15294118 0.16078432 0.2509804 ]]

 [[0.25882354 0.26666668 0.34117648]
  [0.2509804  0.25490198 0.33333334]
  [0.2509804  0.25490198 0.33333334]
  ...
  [0.15294118 0.16078432 0.2509804 ]
  [0.15294118 0.16078432 0.2509804 ]
  [0.15294118 0.16078432 0.2509804 ]]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.01176471 0.01176471 0.01176471 ... 0.01176471 0.01176471 0.01176471]
 [0.01176471 0.01176471 0.01176471 ... 0.01176471 0.01176471 0.01176471]
 [0.01176471 0.01176471 0.01176471 ... 0.01176471 0.01176471 0.01176471]]"
826,salt_lake_city_1_1_H_4_000026,"[[[0.67058825 0.67058825 0.7176471 ]
  [0.6784314  0.6862745  0.7294118 ]
  [0.69411767 0.7058824  0.7490196 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.7294118  0.7137255  0.72156864]
  [0.75686276 0.7490196  0.76862746]
  [0.70980394 0.72156864 0.75686276]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.8156863  0.79607844 0.7882353 ]
  [0.80784315 0.79607844 0.79607844]
  [0.7921569  0.7882353  0.8       ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.26666668 0.27450982 0.35686275]
  [0.26666668 0.27450982 0.35686275]
  [0.26666668 0.27450982 0.35686275]
  ...
  [0.15686275 0.16470589 0.25490198]
  [0.15686275 0.16470589 0.25490198]
  [0.15686275 0.16470589 0.25490198]]

 [[0.26666668 0.27450982 0.35686275]
  [0.26666668 0.27450982 0.35686275]
  [0.26666668 0.27450982 0.35686275]
  ...
  [0.15686275 0.16470589 0.25490198]
  [0.15686275 0.16470589 0.25490198]
  [0.15686275 0.16470589 0.25490198]]

 [[0.26666668 0.27450982 0.35686275]
  [0.26666668 0.27450982 0.35686275]
  [0.26666668 0.27450982 0.35686275]
  ...
  [0.15686275 0.16470589 0.25490198]
  [0.15686275 0.16470589 0.25490198]
  [0.15686275 0.16470589 0.25490198]]]","[[0.05490196 0.05490196 0.05490196 ... 0.         0.         0.        ]
 [0.05490196 0.05490196 0.05490196 ... 0.         0.         0.        ]
 [0.05490196 0.05490196 0.05490196 ... 0.         0.         0.        ]
 ...
 [0.01176471 0.01176471 0.01176471 ... 0.01176471 0.01176471 0.01176471]
 [0.01176471 0.01176471 0.01176471 ... 0.01176471 0.01176471 0.01176471]
 [0.01176471 0.01176471 0.01176471 ... 0.01176471 0.01176471 0.01176471]]"
827,salt_lake_city_1_1_H_4_000027,"[[[0.78039217 0.7490196  0.7058824 ]
  [0.7882353  0.7607843  0.7254902 ]
  [0.7019608  0.6862745  0.6901961 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.78431374 0.74509805 0.7058824 ]
  [0.79607844 0.7647059  0.7294118 ]
  [0.7254902  0.7058824  0.69803923]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.79607844 0.7529412  0.70980394]
  [0.80784315 0.77254903 0.73333335]
  [0.7294118  0.7058824  0.6862745 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.24705882 0.2901961  0.3764706 ]
  [0.25882354 0.3019608  0.3882353 ]
  [0.2784314  0.32156864 0.40784314]
  ...
  [0.15686275 0.16470589 0.25490198]
  [0.15686275 0.16470589 0.25490198]
  [0.15686275 0.16470589 0.25490198]]

 [[0.27058825 0.31764707 0.40392157]
  [0.27450982 0.32156864 0.40784314]
  [0.27450982 0.32156864 0.40784314]
  ...
  [0.15686275 0.16470589 0.25490198]
  [0.15686275 0.16470589 0.25490198]
  [0.15686275 0.16470589 0.25490198]]

 [[0.35686275 0.40392157 0.49019608]
  [0.3372549  0.38431373 0.47058824]
  [0.3019608  0.34509805 0.43529412]
  ...
  [0.15686275 0.16470589 0.25490198]
  [0.15686275 0.16470589 0.25490198]
  [0.15686275 0.16470589 0.25490198]]]","[[0.05098039 0.05098039 0.05098039 ... 0.         0.         0.        ]
 [0.05098039 0.05098039 0.05098039 ... 0.         0.         0.        ]
 [0.05098039 0.05098039 0.05098039 ... 0.         0.         0.        ]
 ...
 [0.01176471 0.01176471 0.01176471 ... 0.01176471 0.01176471 0.01176471]
 [0.01176471 0.01176471 0.01176471 ... 0.01176471 0.01176471 0.01176471]
 [0.01176471 0.01176471 0.01176471 ... 0.01176471 0.01176471 0.01176471]]"
828,salt_lake_city_1_1_H_4_000028,"[[[0.8039216  0.77254903 0.7372549 ]
  [0.7921569  0.7647059  0.73333335]
  [0.78431374 0.78431374 0.74509805]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.8235294  0.7882353  0.7529412 ]
  [0.7921569  0.7607843  0.7294118 ]
  [0.7882353  0.78039217 0.7372549 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.8156863  0.78039217 0.74509805]
  [0.79607844 0.7607843  0.7294118 ]
  [0.79607844 0.7764706  0.73333335]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.14117648 0.16470589 0.2509804 ]
  [0.14117648 0.16470589 0.2509804 ]
  [0.14117648 0.16470589 0.25490198]
  ...
  [0.1764706  0.18431373 0.28235295]
  [0.1764706  0.18431373 0.28235295]
  [0.17254902 0.18039216 0.2784314 ]]

 [[0.14117648 0.16470589 0.2509804 ]
  [0.14117648 0.16470589 0.2509804 ]
  [0.14117648 0.16470589 0.25490198]
  ...
  [0.1764706  0.18431373 0.28235295]
  [0.1764706  0.18431373 0.28235295]
  [0.1764706  0.18431373 0.28235295]]

 [[0.14117648 0.16470589 0.2509804 ]
  [0.14117648 0.16470589 0.2509804 ]
  [0.14117648 0.16470589 0.2509804 ]
  ...
  [0.1764706  0.18431373 0.28235295]
  [0.17254902 0.18039216 0.2784314 ]
  [0.17254902 0.18039216 0.2784314 ]]]","[[0.04705882 0.04705882 0.04705882 ... 0.         0.         0.        ]
 [0.04705882 0.04705882 0.04705882 ... 0.         0.         0.        ]
 [0.04705882 0.04705882 0.04705882 ... 0.         0.         0.        ]
 ...
 [0.01176471 0.01176471 0.01176471 ... 0.01176471 0.01176471 0.01176471]
 [0.01176471 0.01176471 0.01176471 ... 0.01176471 0.01176471 0.01176471]
 [0.01176471 0.01176471 0.01176471 ... 0.01176471 0.01176471 0.01176471]]"
829,salt_lake_city_1_1_H_4_000029,"[[[0.8235294  0.8        0.7764706 ]
  [0.37254903 0.33333334 0.3372549 ]
  [0.22745098 0.1764706  0.21176471]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.827451   0.80784315 0.78039217]
  [0.45490196 0.41960785 0.41568628]
  [0.2784314  0.22352941 0.25882354]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.92156863 0.90588236 0.8745098 ]
  [0.5058824  0.47058824 0.4627451 ]
  [0.32156864 0.2627451  0.29411766]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.19607843 0.20392157 0.28627452]
  [0.19607843 0.20392157 0.28627452]
  [0.19215687 0.2        0.28235295]
  ...
  [0.17254902 0.18039216 0.27058825]
  [0.17254902 0.18039216 0.27058825]
  [0.17254902 0.18039216 0.27058825]]

 [[0.19215687 0.2        0.2784314 ]
  [0.1882353  0.2        0.2784314 ]
  [0.1882353  0.19607843 0.2784314 ]
  ...
  [0.16862746 0.1764706  0.26666668]
  [0.17254902 0.18039216 0.27058825]
  [0.17254902 0.18039216 0.27058825]]

 [[0.18431373 0.19607843 0.27058825]
  [0.18431373 0.19607843 0.27058825]
  [0.18431373 0.19215687 0.27058825]
  ...
  [0.16862746 0.1764706  0.26666668]
  [0.16862746 0.1764706  0.26666668]
  [0.16862746 0.1764706  0.26666668]]]","[[0.04313726 0.04313726 0.04313726 ... 0.         0.         0.        ]
 [0.04313726 0.04313726 0.04313726 ... 0.         0.         0.        ]
 [0.04313726 0.04313726 0.04313726 ... 0.         0.         0.        ]
 ...
 [0.01176471 0.01176471 0.01176471 ... 0.01176471 0.01176471 0.01176471]
 [0.01176471 0.01176471 0.01176471 ... 0.01176471 0.01176471 0.01176471]
 [0.01176471 0.01176471 0.01176471 ... 0.01176471 0.01176471 0.01176471]]"
830,salt_lake_city_1_1_H_4_000030,"[[[0.8235294  0.76862746 0.76862746]
  [0.8235294  0.76862746 0.76862746]
  [0.83137256 0.7764706  0.7764706 ]
  ...
  [0.4627451  0.30980393 0.34901962]
  [0.63529414 0.39607844 0.39215687]
  [0.68235296 0.43529412 0.42352942]]

 [[0.827451   0.77254903 0.76862746]
  [0.8235294  0.76862746 0.76862746]
  [0.83137256 0.7764706  0.7764706 ]
  ...
  [0.47058824 0.3137255  0.34901962]
  [0.6313726  0.39607844 0.3882353 ]
  [0.68235296 0.43529412 0.41960785]]

 [[0.827451   0.77254903 0.77254903]
  [0.827451   0.77254903 0.76862746]
  [0.83137256 0.7764706  0.7764706 ]
  ...
  [0.4745098  0.3137255  0.34509805]
  [0.56078434 0.36862746 0.38039216]
  [0.6313726  0.41960785 0.42352942]]

 ...

 [[0.18431373 0.19215687 0.28235295]
  [0.18431373 0.19215687 0.28235295]
  [0.18431373 0.19215687 0.28235295]
  ...
  [0.17254902 0.18039216 0.2627451 ]
  [0.17254902 0.18039216 0.2627451 ]
  [0.17254902 0.18039216 0.2627451 ]]

 [[0.18431373 0.19215687 0.28235295]
  [0.18431373 0.19215687 0.28235295]
  [0.18431373 0.19215687 0.28235295]
  ...
  [0.17254902 0.18039216 0.26666668]
  [0.17254902 0.18039216 0.2627451 ]
  [0.17254902 0.18039216 0.2627451 ]]

 [[0.18431373 0.19215687 0.28235295]
  [0.18431373 0.19215687 0.28235295]
  [0.18431373 0.19215687 0.28235295]
  ...
  [0.17254902 0.18039216 0.26666668]
  [0.17254902 0.18039216 0.2627451 ]
  [0.17254902 0.18039216 0.2627451 ]]]","[[0.03921569 0.03921569 0.03921569 ... 0.03137255 0.03137255 0.03137255]
 [0.03921569 0.03921569 0.03921569 ... 0.03137255 0.03137255 0.03137255]
 [0.03921569 0.03921569 0.03921569 ... 0.03137255 0.03137255 0.03137255]
 ...
 [0.01176471 0.01176471 0.01176471 ... 0.01176471 0.01176471 0.01176471]
 [0.01176471 0.01176471 0.01176471 ... 0.01176471 0.01176471 0.01176471]
 [0.01176471 0.01176471 0.01176471 ... 0.01176471 0.01176471 0.01176471]]"
